user_id,total_watch_time_mins,avg_session_duration_mins,number_of_sessions,viewing_frequency_per_week,completion_rate,weekend_viewing_ratio,genre_action_ratio,genre_comedy_ratio,genre_drama_ratio,genre_thriller_ratio,genre_scifi_ratio,genre_romance_ratio,genre_horror_ratio,genre_animation_ratio,top_genre
USR-1428,688.9,24.0,29,8.4,0.64,0.46,0.094,0.375,0.031,0.07,0.027,0.134,0.015,0.254,Comedy
USR-1429,862.2,30.6,45,6.0,0.65,0.57,0.012,0.346,0.041,0.051,0.001,0.137,0.023,0.389,Animation
USR-1430,777.9,22.4,34,6.9,0.63,0.63,0.059,0.223,0.036,0.02,0.009,0.212,0.013,0.427,Animation
USR-1431,1230.9,22.4,27,7.5,0.77,0.67,0.041,0.443,0.053,0.001,0.005,0.215,0.0,0.242,Comedy
USR-1432,844.0,21.2,39,7.2,0.53,0.4,0.066,0.43,0.023,0.006,0.0,0.198,0.0,0.277,Comedy
USR-1433,639.4,29.4,36,8.3,0.71,0.81,0.041,0.483,0.044,0.014,0.007,0.129,0.011,0.27,Comedy
USR-1434,829.9,21.5,36,7.6,0.76,0.64,0.051,0.475,0.028,0.022,0.021,0.101,0.008,0.295,Comedy
USR-1435,927.9,28.2,31,6.0,0.72,0.55,0.056,0.312,0.048,0.039,0.016,0.177,0.0,0.351,Animation
USR-1436,1101.0,23.1,36,9.6,0.88,0.68,0.042,0.343,0.042,0.022,0.018,0.243,0.0,0.29,Comedy
USR-1437,761.6,15.1,32,7.2,0.6,0.83,0.025,0.475,0.033,0.037,0.009,0.11,0.002,0.309,Comedy
USR-1438,612.6,22.1,37,6.8,0.75,0.38,0.043,0.565,0.03,0.037,0.016,0.057,0.008,0.244,Comedy
USR-1439,972.5,19.1,22,8.2,0.64,0.52,0.06,0.435,0.033,0.044,0.002,0.194,0.018,0.214,Comedy
USR-1440,642.9,25.2,31,7.3,0.77,0.26,0.053,0.361,0.039,0.054,0.006,0.162,0.01,0.314,Comedy
USR-1441,784.6,19.0,44,7.5,0.65,0.57,0.086,0.448,0.075,0.021,0.015,0.111,0.033,0.21,Comedy
USR-1442,811.4,29.6,29,10.0,0.61,0.59,0.04,0.431,0.028,0.048,0.013,0.156,0.0,0.285,Comedy
USR-1443,839.6,24.5,30,6.7,0.78,0.55,0.049,0.299,0.02,0.035,0.012,0.146,0.016,0.424,Animation
USR-1444,953.4,24.1,31,6.6,0.6,0.47,0.081,0.277,0.061,0.039,0.01,0.171,0.012,0.349,Animation
USR-1445,747.5,28.3,26,7.1,0.51,0.3,0.087,0.351,0.047,0.069,0.007,0.141,0.02,0.277,Comedy
USR-1446,808.9,29.8,20,8.3,0.6,0.59,0.044,0.365,0.052,0.052,0.038,0.173,0.005,0.27,Comedy
USR-1447,847.9,24.9,32,5.2,0.71,0.72,0.052,0.356,0.025,0.024,0.022,0.154,0.024,0.342,Comedy
USR-1448,872.4,21.1,34,4.6,0.79,0.48,0.059,0.431,0.005,0.04,0.015,0.099,0.014,0.338,Comedy
USR-1449,864.7,16.1,33,6.3,0.66,0.6,0.032,0.376,0.035,0.055,0.009,0.081,0.004,0.407,Animation
USR-1450,915.4,21.6,33,5.0,0.78,0.36,0.051,0.376,0.028,0.039,0.006,0.224,0.011,0.265,Comedy
USR-1451,976.6,21.9,34,6.5,0.51,0.6,0.053,0.385,0.032,0.043,0.007,0.144,0.006,0.33,Comedy
USR-1452,908.9,25.5,40,7.6,0.61,0.5,0.06,0.399,0.026,0.043,0.012,0.146,0.014,0.299,Comedy
USR-1453,918.0,23.3,32,5.9,0.62,0.46,0.042,0.38,0.052,0.073,0.0,0.126,0.0,0.327,Comedy
USR-1454,612.7,28.4,30,5.3,0.64,0.46,0.056,0.485,0.035,0.01,0.0,0.133,0.01,0.271,Comedy
USR-1455,857.5,21.9,32,7.1,0.66,0.5,0.032,0.416,0.041,0.036,0.003,0.101,0.013,0.358,Comedy
USR-1456,921.9,24.7,37,8.0,0.72,0.6,0.059,0.476,0.04,0.02,0.011,0.122,0.01,0.262,Comedy
USR-1457,959.3,30.9,42,5.0,0.61,0.39,0.053,0.395,0.048,0.057,0.008,0.071,0.025,0.344,Comedy
USR-1458,746.1,26.7,30,8.0,0.66,0.5,0.051,0.423,0.046,0.009,0.029,0.139,0.021,0.282,Comedy
USR-1459,751.1,24.7,34,8.0,0.65,0.55,0.052,0.359,0.061,0.057,0.0,0.167,0.012,0.292,Comedy
USR-1460,763.9,22.0,36,8.1,0.56,0.42,0.049,0.367,0.024,0.028,0.002,0.175,0.012,0.343,Comedy
USR-1461,930.5,21.8,28,8.5,0.64,0.77,0.038,0.445,0.063,0.024,0.024,0.139,0.012,0.255,Comedy
USR-1462,1005.1,20.7,34,9.6,0.64,0.45,0.059,0.471,0.033,0.01,0.011,0.17,0.013,0.233,Comedy
USR-1463,788.9,22.3,25,6.6,0.63,0.47,0.04,0.455,0.013,0.029,0.018,0.195,0.0,0.25,Comedy
USR-1464,986.2,28.8,23,7.1,0.65,0.43,0.081,0.253,0.043,0.061,0.03,0.189,0.007,0.337,Animation
USR-1465,868.5,23.9,36,6.5,0.66,0.77,0.075,0.458,0.022,0.037,0.003,0.159,0.0,0.247,Comedy
USR-1466,831.4,18.3,31,7.0,0.61,0.62,0.037,0.292,0.062,0.061,0.01,0.174,0.026,0.338,Animation
USR-1467,818.3,33.8,35,8.8,0.78,0.44,0.046,0.425,0.076,0.066,0.007,0.1,0.008,0.271,Comedy
USR-1468,962.0,26.6,33,5.4,0.53,0.68,0.044,0.436,0.029,0.053,0.0,0.211,0.009,0.218,Comedy
USR-1469,898.8,18.0,28,6.0,0.58,0.57,0.042,0.443,0.045,0.028,0.007,0.211,0.018,0.206,Comedy
USR-1470,1191.4,22.8,33,8.7,0.93,0.58,0.094,0.307,0.005,0.052,0.02,0.171,0.015,0.335,Animation
USR-1471,722.2,25.6,26,8.2,0.55,0.51,0.039,0.443,0.044,0.026,0.014,0.204,0.0,0.23,Comedy
USR-1472,927.7,33.5,42,6.6,0.51,0.46,0.066,0.325,0.026,0.034,0.019,0.102,0.011,0.418,Animation
USR-1473,770.6,19.5,25,8.0,0.72,0.59,0.066,0.377,0.03,0.01,0.007,0.113,0.007,0.389,Animation
USR-1474,719.6,29.9,32,7.4,0.44,0.48,0.031,0.334,0.019,0.061,0.004,0.192,0.0,0.358,Animation
USR-1475,848.4,32.0,27,8.8,0.63,0.77,0.034,0.266,0.056,0.033,0.023,0.165,0.003,0.42,Animation
USR-1476,870.6,21.9,37,7.1,0.86,0.4,0.025,0.389,0.057,0.042,0.005,0.193,0.008,0.282,Comedy
USR-1477,1287.7,23.6,32,8.2,0.5,0.73,0.028,0.475,0.035,0.017,0.011,0.13,0.008,0.296,Comedy
USR-1478,822.4,19.8,30,10.2,0.45,0.54,0.0,0.57,0.021,0.045,0.011,0.107,0.0,0.246,Comedy
USR-1479,680.5,24.0,39,7.7,0.5,0.59,0.051,0.34,0.06,0.021,0.021,0.118,0.018,0.373,Animation
USR-1480,891.0,24.8,34,7.1,0.74,0.65,0.077,0.415,0.021,0.032,0.017,0.075,0.008,0.355,Comedy
USR-1481,538.8,28.3,37,7.9,0.76,0.47,0.056,0.443,0.0,0.061,0.0,0.111,0.011,0.318,Comedy
USR-1482,836.2,30.5,28,6.6,0.6,0.65,0.02,0.403,0.045,0.051,0.0,0.173,0.013,0.296,Comedy
USR-1483,852.4,21.3,25,9.9,0.72,0.23,0.035,0.354,0.017,0.038,0.015,0.176,0.002,0.363,Animation
USR-1484,969.2,15.2,34,7.2,0.79,0.46,0.041,0.415,0.06,0.005,0.009,0.164,0.015,0.291,Comedy
USR-1485,996.0,24.9,32,6.7,0.83,0.44,0.031,0.462,0.034,0.104,0.006,0.085,0.007,0.272,Comedy
USR-1486,774.5,26.5,37,6.0,0.63,0.4,0.064,0.335,0.049,0.071,0.019,0.128,0.001,0.333,Comedy
USR-1487,827.4,26.2,33,8.3,0.42,0.52,0.065,0.388,0.067,0.054,0.012,0.099,0.015,0.3,Comedy
USR-1488,735.1,23.4,35,8.0,0.57,0.6,0.027,0.393,0.016,0.025,0.01,0.196,0.025,0.309,Comedy
USR-1489,680.8,25.6,24,6.4,0.61,0.63,0.064,0.462,0.028,0.037,0.018,0.126,0.017,0.248,Comedy
USR-1490,896.5,32.6,45,7.7,0.62,0.58,0.102,0.397,0.049,0.037,0.008,0.135,0.024,0.249,Comedy
USR-1491,659.0,26.9,33,5.2,0.63,0.47,0.079,0.355,0.063,0.059,0.023,0.136,0.004,0.282,Comedy
USR-1492,787.8,23.1,38,7.2,0.76,0.59,0.088,0.456,0.022,0.037,0.002,0.103,0.0,0.292,Comedy
USR-1493,700.7,22.5,28,7.5,0.78,0.56,0.029,0.442,0.025,0.022,0.015,0.188,0.022,0.257,Comedy
USR-1494,932.5,24.2,35,9.0,0.63,0.66,0.085,0.404,0.039,0.024,0.019,0.096,0.024,0.307,Comedy
USR-1495,1120.2,33.2,26,6.1,0.76,0.64,0.047,0.44,0.031,0.068,0.0,0.103,0.028,0.282,Comedy
USR-1496,654.8,24.1,36,5.5,0.69,0.55,0.043,0.477,0.048,0.081,0.007,0.072,0.007,0.265,Comedy
USR-1497,572.0,24.9,31,5.9,0.66,0.44,0.052,0.444,0.008,0.065,0.02,0.137,0.0,0.273,Comedy
USR-1498,831.3,22.6,34,5.4,0.74,0.47,0.033,0.458,0.074,0.048,0.019,0.111,0.0,0.257,Comedy
USR-1499,852.4,30.5,38,8.6,0.66,0.48,0.073,0.306,0.016,0.044,0.01,0.116,0.0,0.434,Animation
USR-1500,882.8,34.8,26,8.9,0.86,0.51,0.029,0.362,0.041,0.0,0.003,0.243,0.011,0.311,Comedy
USR-1501,783.1,27.3,29,7.4,0.51,0.58,0.036,0.407,0.032,0.037,0.016,0.143,0.021,0.308,Comedy
USR-1502,819.9,25.4,36,8.5,0.6,0.64,0.065,0.323,0.067,0.034,0.019,0.127,0.007,0.358,Animation
USR-1503,905.1,25.2,46,7.2,0.64,0.54,0.051,0.358,0.014,0.044,0.0,0.212,0.013,0.308,Comedy
USR-1504,1006.1,13.1,33,6.9,0.69,0.55,0.05,0.286,0.076,0.039,0.0,0.168,0.023,0.358,Animation
USR-1505,556.7,28.7,37,6.6,0.78,0.57,0.07,0.416,0.064,0.016,0.014,0.137,0.007,0.277,Comedy
USR-1506,794.7,25.7,33,6.6,0.65,0.49,0.075,0.294,0.049,0.052,0.017,0.111,0.031,0.372,Animation
USR-1507,882.1,27.1,45,5.1,0.51,0.44,0.014,0.458,0.016,0.042,0.006,0.147,0.024,0.293,Comedy
USR-1508,712.3,21.4,23,7.3,0.73,0.34,0.056,0.359,0.046,0.048,0.015,0.15,0.008,0.317,Comedy
USR-1509,1109.7,23.1,34,7.0,0.73,0.47,0.045,0.4,0.026,0.06,0.003,0.159,0.004,0.303,Comedy
USR-1510,754.7,22.9,24,7.9,0.46,0.61,0.061,0.512,0.075,0.06,0.0,0.133,0.019,0.14,Comedy
USR-1511,843.8,30.1,18,7.1,0.65,0.47,0.068,0.455,0.02,0.03,0.005,0.166,0.006,0.249,Comedy
USR-1512,933.4,23.1,35,6.8,0.49,0.52,0.027,0.49,0.039,0.04,0.011,0.123,0.0,0.27,Comedy
USR-1513,761.3,35.4,34,6.0,0.58,0.61,0.03,0.484,0.029,0.042,0.007,0.145,0.023,0.24,Comedy
USR-1514,573.0,27.2,32,7.1,0.56,0.61,0.012,0.364,0.021,0.044,0.0,0.216,0.023,0.32,Comedy
USR-1515,785.7,18.6,33,7.9,0.73,0.42,0.042,0.4,0.058,0.064,0.0,0.131,0.012,0.292,Comedy
USR-1516,1004.4,24.4,52,5.6,0.66,0.67,0.078,0.469,0.052,0.054,0.005,0.088,0.0,0.255,Comedy
USR-1517,799.5,21.7,32,7.1,0.52,0.69,0.052,0.391,0.07,0.089,0.021,0.118,0.0,0.259,Comedy
USR-1518,723.0,14.0,37,7.3,0.74,0.41,0.023,0.403,0.004,0.085,0.023,0.191,0.011,0.259,Comedy
USR-1519,988.9,33.0,30,6.1,0.51,0.45,0.036,0.382,0.054,0.037,0.019,0.142,0.004,0.325,Comedy
USR-1520,800.4,28.5,35,6.3,0.68,0.69,0.021,0.469,0.091,0.0,0.002,0.147,0.007,0.264,Comedy
USR-1521,773.5,27.7,32,7.3,0.57,0.53,0.034,0.322,0.039,0.081,0.0,0.162,0.025,0.336,Animation
USR-1522,872.4,25.8,31,5.6,0.61,0.28,0.053,0.417,0.071,0.027,0.014,0.155,0.016,0.249,Comedy
USR-1523,965.6,18.1,44,7.4,0.7,0.38,0.028,0.404,0.037,0.025,0.017,0.123,0.025,0.34,Comedy
USR-1524,1207.3,22.6,41,5.9,0.7,0.52,0.067,0.424,0.012,0.03,0.013,0.151,0.0,0.304,Comedy
USR-1525,974.1,29.2,34,8.3,0.78,0.41,0.059,0.563,0.041,0.038,0.0,0.147,0.008,0.143,Comedy
USR-1526,1024.0,19.7,20,9.8,0.64,0.5,0.044,0.445,0.051,0.044,0.001,0.096,0.015,0.304,Comedy
USR-1527,774.1,12.3,31,6.0,0.68,0.55,0.04,0.454,0.021,0.008,0.009,0.111,0.013,0.345,Comedy
USR-1528,696.1,23.9,50,7.6,0.61,0.73,0.063,0.492,0.027,0.018,0.014,0.131,0.025,0.23,Comedy
USR-1529,859.3,24.3,32,6.1,0.67,0.52,0.06,0.468,0.047,0.043,0.016,0.134,0.013,0.219,Comedy
USR-1530,866.1,25.7,40,8.2,0.69,0.68,0.054,0.405,0.038,0.05,0.011,0.153,0.027,0.261,Comedy
USR-1531,688.2,28.6,42,5.5,0.64,0.72,0.072,0.471,0.061,0.062,0.016,0.003,0.018,0.298,Comedy
USR-1532,823.7,28.2,35,7.6,0.47,0.72,0.044,0.449,0.043,0.023,0.01,0.112,0.02,0.299,Comedy
USR-1533,909.9,26.3,28,6.0,0.68,0.58,0.065,0.493,0.053,0.022,0.018,0.144,0.007,0.197,Comedy
USR-1534,904.1,31.0,19,6.8,0.69,0.31,0.046,0.397,0.033,0.032,0.014,0.222,0.011,0.246,Comedy
USR-1535,925.6,17.4,38,5.8,0.58,0.61,0.045,0.393,0.041,0.041,0.01,0.097,0.017,0.356,Comedy
USR-1536,893.6,27.5,29,8.0,0.52,0.68,0.046,0.411,0.022,0.072,0.008,0.162,0.027,0.253,Comedy
USR-1537,773.9,28.1,35,6.0,0.8,0.54,0.039,0.316,0.063,0.0,0.01,0.2,0.016,0.356,Animation
USR-1538,772.9,18.8,26,7.7,0.7,0.76,0.035,0.481,0.026,0.034,0.014,0.093,0.009,0.307,Comedy
USR-1539,670.2,17.5,32,6.6,0.63,0.65,0.064,0.433,0.067,0.014,0.014,0.178,0.025,0.205,Comedy
USR-1540,1117.7,21.3,34,6.9,0.54,0.62,0.066,0.489,0.031,0.006,0.012,0.102,0.0,0.293,Comedy
USR-1541,852.0,21.7,35,7.2,0.57,0.68,0.082,0.302,0.049,0.066,0.026,0.145,0.0,0.328,Animation
USR-1542,816.3,28.8,27,6.1,0.78,0.59,0.028,0.403,0.034,0.058,0.014,0.134,0.019,0.309,Comedy
USR-1543,710.7,21.9,41,7.3,0.66,0.25,0.076,0.404,0.02,0.049,0.004,0.121,0.01,0.316,Comedy
USR-1544,1290.3,20.7,30,8.8,0.59,0.49,0.036,0.402,0.004,0.048,0.015,0.212,0.013,0.269,Comedy
USR-1545,689.0,21.9,23,6.1,0.7,0.69,0.057,0.4,0.017,0.028,0.0,0.17,0.01,0.317,Comedy
USR-1546,785.7,30.6,33,8.4,0.57,0.45,0.029,0.385,0.03,0.028,0.0,0.176,0.014,0.336,Comedy
USR-1547,912.4,25.1,34,8.8,0.8,0.52,0.053,0.31,0.044,0.084,0.013,0.17,0.002,0.324,Animation
USR-1548,940.0,24.1,34,6.0,0.79,0.42,0.071,0.388,0.076,0.044,0.019,0.108,0.02,0.274,Comedy
USR-1549,993.7,24.4,42,5.3,0.6,0.76,0.021,0.43,0.031,0.055,0.0,0.168,0.02,0.275,Comedy
USR-1550,1121.1,31.5,32,7.4,0.59,0.75,0.056,0.261,0.02,0.036,0.006,0.173,0.02,0.428,Animation
USR-1551,925.9,21.3,33,6.3,0.39,0.44,0.082,0.379,0.012,0.003,0.004,0.123,0.032,0.365,Comedy
USR-1552,691.6,31.6,27,9.2,0.5,0.57,0.039,0.372,0.042,0.0,0.004,0.159,0.011,0.373,Animation
USR-1553,811.5,26.1,38,7.0,0.52,0.47,0.071,0.295,0.062,0.026,0.018,0.164,0.012,0.352,Animation
USR-1554,896.2,24.2,35,6.0,0.66,0.62,0.037,0.42,0.052,0.049,0.014,0.178,0.0,0.25,Comedy
USR-1555,1160.2,37.5,31,5.6,0.62,0.61,0.059,0.436,0.048,0.049,0.009,0.117,0.004,0.279,Comedy
USR-1556,640.3,19.7,22,8.3,0.52,0.65,0.007,0.34,0.065,0.072,0.006,0.131,0.01,0.369,Animation
USR-1557,1030.4,23.2,42,6.3,0.62,0.59,0.113,0.374,0.085,0.023,0.0,0.156,0.024,0.225,Comedy
USR-1558,877.0,18.8,26,7.1,0.7,0.9,0.084,0.228,0.049,0.076,0.025,0.218,0.004,0.316,Animation
USR-1559,975.7,29.8,30,8.1,0.7,0.43,0.047,0.359,0.056,0.022,0.017,0.082,0.019,0.397,Animation
USR-1560,834.7,33.4,36,6.4,0.46,0.34,0.012,0.516,0.038,0.05,0.003,0.075,0.011,0.295,Comedy
USR-1561,723.6,33.3,26,6.9,0.64,0.5,0.057,0.375,0.013,0.041,0.018,0.157,0.008,0.332,Comedy
USR-1562,962.6,31.1,25,7.0,0.51,0.36,0.021,0.426,0.026,0.036,0.009,0.129,0.012,0.342,Comedy
USR-1563,948.2,24.0,21,7.8,0.74,0.37,0.069,0.326,0.047,0.078,0.008,0.176,0.007,0.288,Comedy
USR-1564,995.8,23.2,38,7.7,0.73,0.43,0.054,0.434,0.039,0.024,0.013,0.176,0.005,0.255,Comedy
USR-1565,848.0,16.6,30,6.7,0.56,0.44,0.037,0.419,0.093,0.015,0.003,0.151,0.0,0.282,Comedy
USR-1566,760.0,35.2,51,7.1,0.57,0.44,0.081,0.448,0.046,0.045,0.007,0.084,0.008,0.28,Comedy
USR-1567,616.2,27.3,28,6.6,0.6,0.61,0.064,0.383,0.062,0.031,0.011,0.226,0.005,0.217,Comedy
USR-1568,972.9,22.5,28,5.2,0.42,0.49,0.08,0.342,0.036,0.123,0.006,0.126,0.006,0.282,Comedy
USR-1569,913.6,31.6,30,7.3,0.68,0.53,0.052,0.318,0.035,0.055,0.017,0.111,0.015,0.398,Animation
USR-1570,705.1,20.1,35,9.3,0.62,0.66,0.021,0.464,0.013,0.031,0.028,0.189,0.016,0.238,Comedy
USR-1571,769.2,27.0,31,5.9,0.75,0.46,0.069,0.431,0.025,0.019,0.002,0.134,0.012,0.307,Comedy
USR-1572,780.0,24.1,37,6.1,0.54,0.52,0.044,0.475,0.05,0.002,0.0,0.145,0.02,0.265,Comedy
USR-1573,627.6,28.2,28,6.0,0.59,0.59,0.021,0.4,0.038,0.018,0.0,0.159,0.015,0.349,Comedy
USR-1574,727.3,24.7,25,7.9,0.5,0.32,0.065,0.35,0.05,0.036,0.007,0.164,0.006,0.322,Comedy
USR-1575,679.9,17.7,23,7.5,0.55,0.26,0.095,0.272,0.045,0.071,0.003,0.142,0.006,0.365,Animation
USR-1576,788.1,25.4,20,6.8,0.53,0.59,0.046,0.351,0.031,0.058,0.011,0.196,0.012,0.296,Comedy
USR-1577,739.2,30.2,30,5.9,0.75,0.61,0.094,0.399,0.083,0.045,0.011,0.065,0.016,0.287,Comedy
USR-1578,605.9,24.9,32,7.1,0.58,0.8,0.047,0.5,0.034,0.03,0.0,0.162,0.022,0.205,Comedy
USR-1579,1153.4,28.9,30,5.1,0.66,0.57,0.037,0.392,0.054,0.039,0.0,0.1,0.019,0.359,Comedy
USR-1580,1037.9,19.8,41,7.2,0.61,0.65,0.034,0.476,0.029,0.027,0.012,0.186,0.004,0.232,Comedy
USR-1581,733.1,24.9,41,8.0,0.52,0.53,0.07,0.381,0.046,0.063,0.01,0.133,0.008,0.289,Comedy
USR-1582,890.9,21.9,31,5.5,0.63,0.59,0.035,0.35,0.06,0.037,0.006,0.125,0.017,0.37,Animation
USR-1583,912.6,28.7,23,5.2,0.71,0.75,0.063,0.401,0.043,0.038,0.0,0.173,0.02,0.261,Comedy
USR-1584,1028.7,25.2,30,8.9,0.53,0.3,0.037,0.403,0.0,0.0,0.014,0.179,0.019,0.348,Comedy
USR-1585,727.2,28.5,30,6.3,0.73,0.6,0.041,0.326,0.041,0.036,0.023,0.176,0.009,0.347,Animation
USR-1586,1013.8,30.4,30,8.4,0.57,0.81,0.065,0.34,0.059,0.052,0.012,0.1,0.0,0.372,Animation
USR-1587,767.8,28.5,29,6.8,0.6,0.58,0.047,0.427,0.056,0.021,0.002,0.145,0.0,0.302,Comedy
USR-1588,649.6,26.4,30,6.8,0.7,0.75,0.04,0.508,0.047,0.024,0.01,0.144,0.012,0.214,Comedy
USR-1589,958.6,20.0,31,7.5,0.58,0.47,0.091,0.292,0.007,0.07,0.0,0.186,0.017,0.337,Animation
USR-1590,1043.6,25.0,30,5.9,0.65,0.55,0.073,0.44,0.023,0.009,0.018,0.16,0.0,0.277,Comedy
USR-1591,1238.2,22.3,35,7.2,0.62,0.55,0.071,0.365,0.054,0.069,0.012,0.078,0.012,0.34,Comedy
USR-1592,670.0,23.3,36,6.5,0.66,0.28,0.043,0.337,0.056,0.034,0.0,0.19,0.019,0.321,Comedy
USR-1593,954.8,23.1,28,5.4,0.41,0.41,0.041,0.514,0.067,0.034,0.007,0.144,0.0,0.193,Comedy
USR-1594,788.5,20.1,41,7.4,0.47,0.42,0.049,0.439,0.035,0.017,0.014,0.111,0.02,0.314,Comedy
USR-1595,967.5,15.2,28,6.7,0.71,0.65,0.047,0.416,0.04,0.04,0.006,0.1,0.005,0.347,Comedy
USR-1596,629.4,21.7,24,6.8,0.75,0.65,0.027,0.413,0.036,0.079,0.006,0.126,0.02,0.292,Comedy
USR-1597,660.6,26.0,36,5.5,0.56,0.59,0.061,0.537,0.019,0.053,0.0,0.006,0.004,0.32,Comedy
USR-1598,733.6,18.3,29,8.9,0.63,0.65,0.052,0.449,0.0,0.023,0.016,0.123,0.0,0.337,Comedy
USR-1599,861.8,25.1,35,8.1,0.68,0.53,0.016,0.403,0.051,0.065,0.004,0.119,0.006,0.337,Comedy
USR-1600,753.8,34.5,19,8.2,0.72,0.69,0.029,0.399,0.041,0.031,0.0,0.16,0.008,0.332,Comedy
USR-1601,948.9,30.1,42,6.6,0.45,0.55,0.037,0.459,0.025,0.062,0.006,0.108,0.006,0.297,Comedy
USR-1602,1004.0,33.2,38,4.9,0.56,0.56,0.054,0.375,0.008,0.062,0.022,0.157,0.009,0.312,Comedy
USR-1603,939.9,27.0,24,9.3,0.62,0.52,0.09,0.358,0.054,0.0,0.006,0.218,0.014,0.26,Comedy
USR-1604,1092.8,30.8,25,6.9,0.72,0.63,0.055,0.377,0.035,0.02,0.028,0.191,0.008,0.286,Comedy
USR-1605,912.4,21.4,44,6.1,0.9,0.5,0.037,0.256,0.057,0.065,0.016,0.206,0.01,0.353,Animation
USR-1606,667.5,21.8,29,7.5,0.63,0.67,0.054,0.407,0.077,0.043,0.013,0.129,0.0,0.278,Comedy
USR-1607,1054.5,11.3,28,8.4,0.51,0.41,0.052,0.302,0.0,0.024,0.011,0.208,0.017,0.387,Animation
USR-1608,759.2,30.9,20,7.0,0.69,0.42,0.057,0.404,0.026,0.027,0.009,0.141,0.009,0.327,Comedy
USR-1609,986.6,32.7,31,8.5,0.78,0.63,0.056,0.429,0.033,0.002,0.007,0.13,0.024,0.32,Comedy
USR-1610,1086.1,22.2,32,8.3,0.66,0.54,0.068,0.331,0.063,0.035,0.006,0.152,0.001,0.344,Animation
USR-1611,918.5,23.7,38,5.7,0.56,0.5,0.044,0.476,0.006,0.075,0.014,0.112,0.0,0.272,Comedy
USR-1612,625.6,21.2,25,6.2,0.75,0.66,0.087,0.298,0.083,0.059,0.001,0.221,0.017,0.233,Comedy
USR-1613,712.3,26.9,24,8.1,0.72,0.48,0.061,0.44,0.038,0.074,0.0,0.127,0.012,0.248,Comedy
USR-1614,1048.4,30.6,36,3.7,0.55,0.53,0.034,0.427,0.036,0.054,0.0,0.164,0.0,0.285,Comedy
USR-1615,824.6,16.3,40,6.8,0.69,0.72,0.107,0.298,0.041,0.069,0.035,0.236,0.0,0.215,Comedy
USR-1616,861.9,27.0,24,5.3,0.75,0.73,0.04,0.441,0.022,0.057,0.011,0.137,0.018,0.274,Comedy
USR-1617,963.8,23.6,40,6.4,0.77,0.74,0.034,0.405,0.062,0.049,0.013,0.096,0.025,0.316,Comedy
USR-1618,954.4,25.6,34,6.6,0.64,0.52,0.087,0.344,0.019,0.038,0.0,0.175,0.0,0.337,Comedy
USR-1619,891.8,27.3,40,6.6,0.61,0.7,0.085,0.268,0.044,0.056,0.015,0.171,0.005,0.356,Animation
USR-1620,818.7,24.1,33,6.3,0.77,0.44,0.049,0.376,0.032,0.068,0.009,0.183,0.026,0.258,Comedy
USR-1621,803.1,24.5,18,5.7,0.53,0.44,0.042,0.414,0.026,0.032,0.013,0.112,0.006,0.355,Comedy
USR-1622,978.7,23.9,33,9.8,0.69,0.27,0.047,0.41,0.092,0.026,0.0,0.124,0.005,0.295,Comedy
USR-1623,933.0,29.9,40,9.2,0.51,0.75,0.062,0.366,0.047,0.042,0.011,0.184,0.007,0.281,Comedy
USR-1624,811.4,27.1,28,5.6,0.76,0.45,0.075,0.444,0.052,0.056,0.006,0.118,0.0,0.25,Comedy
USR-1625,1012.3,26.1,31,8.9,0.62,0.53,0.056,0.339,0.058,0.051,0.002,0.127,0.0,0.367,Animation
USR-1626,830.6,18.6,32,6.5,0.78,0.44,0.061,0.289,0.014,0.014,0.02,0.251,0.024,0.327,Animation
USR-1627,722.3,23.1,16,7.2,0.7,0.63,0.072,0.349,0.068,0.07,0.0,0.133,0.0,0.308,Comedy
USR-1628,736.2,29.5,44,6.9,0.53,0.5,0.071,0.341,0.0,0.044,0.025,0.196,0.02,0.303,Comedy
USR-1629,703.2,25.2,28,6.2,0.79,0.39,0.065,0.397,0.023,0.032,0.016,0.106,0.017,0.343,Comedy
USR-1630,809.1,28.3,37,8.2,0.81,0.6,0.047,0.34,0.033,0.023,0.001,0.173,0.0,0.384,Animation
USR-1631,1035.1,33.8,33,7.2,0.74,0.38,0.057,0.404,0.051,0.092,0.002,0.095,0.001,0.299,Comedy
USR-1632,729.2,30.2,41,6.4,0.57,0.45,0.043,0.46,0.04,0.041,0.007,0.128,0.02,0.261,Comedy
USR-1633,878.3,25.5,36,5.4,0.62,0.3,0.052,0.342,0.039,0.024,0.014,0.172,0.016,0.342,Comedy
USR-1634,751.5,22.4,32,5.9,0.66,0.38,0.033,0.38,0.031,0.045,0.007,0.158,0.003,0.343,Comedy
USR-1635,811.0,12.2,28,5.0,0.58,0.57,0.083,0.395,0.022,0.06,0.015,0.191,0.024,0.21,Comedy
USR-1636,623.5,24.2,38,7.0,0.82,0.31,0.031,0.474,0.009,0.032,0.024,0.107,0.019,0.304,Comedy
USR-1637,816.9,23.4,22,5.6,0.66,0.37,0.036,0.379,0.056,0.058,0.005,0.202,0.013,0.251,Comedy
USR-1638,820.9,27.0,37,6.7,0.38,0.55,0.098,0.354,0.057,0.025,0.0,0.147,0.001,0.318,Comedy
USR-1639,931.0,24.2,27,8.6,0.68,0.48,0.067,0.439,0.069,0.029,0.018,0.097,0.006,0.275,Comedy
USR-1640,883.5,23.4,41,8.4,0.62,0.79,0.003,0.43,0.029,0.0,0.032,0.169,0.015,0.323,Comedy
